train_acc,test_acc,train_loss,test_loss
0.5222276502198339,0.5708915145005371,0.7064926363527775,0.6837858219941457
0.5691255495847581,0.58968850698174,0.6822511907666922,0.6719882965087891
0.6057645334636053,0.6707841031149302,0.6672510225325823,0.6589819014072418
0.6174890083048363,0.6954887218045113,0.6477439906448126,0.6365103781223297
0.6707376648754274,0.6997851772287863,0.6221182141453028,0.6134102125962575
0.6736687835857352,0.7191192266380236,0.610469764098525,0.6106810331344604
0.6902784562774792,0.6949516648764769,0.5964232515543699,0.5967554946740469
0.709819247679531,0.7035445757250268,0.5809086672961712,0.5868531545003255
0.7244748412310699,0.715359828141783,0.5772833656519651,0.5717483431100845
0.747923790913532,0.6804511278195489,0.559375780634582,0.590190444389979
0.7405959941377626,0.7142857142857143,0.5447701308876276,0.5951104879379272
0.7699071812408402,0.6901181525241675,0.5196408042684197,0.5768484503030777
0.7635564240351734,0.6906552094522019,0.5145578142255545,0.5780176639556884
0.7689301416707377,0.6960257787325457,0.4967710739001632,0.5800278127193451
0.769418661455789,0.6997851772287863,0.49578898400068283,0.5815707117319107
0.767953102100635,0.7030075187969925,0.49280200339853764,0.5733533571163814
0.7899364924279433,0.719656283566058,0.46133506391197443,0.5687306821346283
0.8089887640449438,0.7132116004296455,0.42735072411596775,0.5762951483329137
0.8290180752320468,0.7013963480128894,0.4153306633234024,0.5746211330095927
0.8368343917928676,0.706766917293233,0.3897321280092001,0.576215210556984
0.8466047874938935,0.7078410311493019,0.3565334230661392,0.5762701243162155
0.8676111382510991,0.7073039742212675,0.33486151322722435,0.604092268149058
0.8729848558866634,0.6992481203007519,0.31572248972952366,0.6163000802199046
0.8783585735222277,0.7126745435016112,0.3060642620548606,0.5775109499692916
0.9003419638495359,0.715359828141783,0.2705365791916847,0.5804218704501788
0.925256472887152,0.7132116004296455,0.2264357442036271,0.5708762029806773
0.940400586223742,0.6976369495166488,0.20460056327283382,0.6073394268751144
0.9423546653639472,0.7207303974221267,0.19762102235108614,0.6337433462341626
0.9364924279433317,0.7148227712137487,0.19390441477298737,0.5820657889048259
0.9560332193453834,0.7132116004296455,0.1637894210871309,0.6011023268103599
0.9609184171958964,0.7116004296455424,0.15516656450927258,0.5985157579183579
0.9697117733268197,0.7035445757250268,0.14163778442889452,0.5859102408091227
0.9741084513922814,0.7099892588614393,0.1265652277506888,0.6280218427379926
0.979970688812897,0.700859291084855,0.11262828134931624,0.6235167473554611
0.9745969711773327,0.7132116004296455,0.10825217259116471,0.6662942548592885
0.9824132877381534,0.7180451127819549,0.10139027191326022,0.6487020055452982
0.979970688812897,0.7105263157894737,0.09718834585510194,0.6285267343123754
0.975085490962384,0.7148227712137487,0.096032555680722,0.634573137263457
0.9829018075232047,0.7126745435016112,0.08844751352444291,0.655131670832634
0.9848558866634098,0.7116004296455424,0.08506434108130634,0.6645931209127108
0.986809965803615,0.7121374865735768,0.07902350788936019,0.6772279356916745
0.9858329262335125,0.7223415682062299,0.07146637816913426,0.6869868129491806
0.9931607230092818,0.7132116004296455,0.06638330803252757,0.6738904784123103
0.9907181240840254,0.7201933404940923,0.06296896375715733,0.7029072513182958
0.9872984855886663,0.6831364124597207,0.06577669328544289,0.7397518952687582
0.9897410845139228,0.7099892588614393,0.061710177920758724,0.696533344189326
0.9877870053737177,0.7099892588614393,0.06137535406742245,0.6576172431310018
0.9887640449438202,0.7051557465091299,0.05790924694156274,0.7139460464318593
0.986809965803615,0.7169709989258861,0.05920120229711756,0.715956470866998
0.991695163654128,0.7110633727175081,0.05357480491511524,0.7108776710927487
