train_acc,test_acc,train_loss,test_loss
0.5530043966780654,0.6482277121374865,0.6842936631292105,0.6644997735818227
0.6824621397166585,0.6987110633727175,0.6262298319488764,0.607748822371165
0.7166585246702492,0.6911922663802363,0.6023978646844625,0.5966956992944081
0.7117733268197362,0.7266380236305048,0.5832009054720402,0.579665191968282
0.7386419149975574,0.6793770139634802,0.5651921471580863,0.5915230075518291
0.7249633610161211,0.6960257787325457,0.5717143015936017,0.5872671077648799
0.726428920371275,0.6981740064446831,0.5753767946735024,0.5883804152409235
0.7474352711284807,0.7099892588614393,0.5490638958290219,0.5729364772637685
0.7542745481191988,0.6600429645542427,0.5240274332463741,0.5919474452733994
0.764533463605276,0.6407089151450054,0.5134328044950962,0.6003128717343013
0.7796775769418661,0.682062298603652,0.49351695366203785,0.5966134389241536
0.7767464582315584,0.6895810955961332,0.4925521519035101,0.6117818683385849
0.7870053737176356,0.7121374865735768,0.46173455845564604,0.5806852926810583
0.8011724474841231,0.6928034371643395,0.4470881074666977,0.5818274974822998
0.8202247191011236,0.7019334049409237,0.41939444188028574,0.6140890787045161
0.8114313629702002,0.692266380236305,0.42437629494816065,0.5727431376775106
0.8392769907181241,0.6831364124597207,0.3953997800126672,0.7113968387246132
0.8539325842696629,0.6450053705692803,0.3513249587267637,0.653909037510554
0.8720078163165608,0.6804511278195489,0.3294935333542526,0.618875049551328
0.878847093307279,0.6568206229860365,0.30973471608012915,0.637161738673846
0.898876404494382,0.673469387755102,0.27905666269361973,0.8609986528754234
0.9159745969711773,0.6138560687432868,0.23930991115048528,0.7652990619341532
0.9325842696629213,0.6337271750805585,0.2195168538019061,0.6894896934429805
0.9301416707376648,0.6476906552094522,0.22147001954726875,0.6746823777755101
0.936980947728383,0.658968850698174,0.18946777656674385,0.6745704313119253
0.9413776257938447,0.5993555316863588,0.1828250188846141,0.8329637741049131
0.9345383488031265,0.6337271750805585,0.19111549062654376,0.7685565417011578
0.9506595017098193,0.6288936627282492,0.18005008553154767,0.749774307012558
0.9457743038593063,0.6299677765843179,0.17141730221919715,0.749671670794487
0.9565217391304348,0.6680988184747583,0.15273918421007693,0.7966621200243632
0.9614069369809477,0.6240601503759399,0.1386393851134926,0.740033495426178
0.9477283829995115,0.6020408163265306,0.1612989918794483,0.7921123812596004
0.9472398632144602,0.5569280343716434,0.16515029384754598,0.9274667620658874
0.9565217391304348,0.6568206229860365,0.14592757495120168,0.7431493590275446
0.9677576941866145,0.658968850698174,0.12875535152852535,0.926770003636678
0.9550561797752809,0.640171858216971,0.14914399106055498,0.8910372287034989
0.9447972642892037,0.6514500537056928,0.1543737114407122,0.8018215229113896
0.9682462139716659,0.6364124597207304,0.12493640324100852,0.7306215544541677
0.95847581827064,0.644468313641246,0.14287145948037505,0.7692606816689174
0.9682462139716659,0.6423200859291085,0.1233791746199131,0.7575340966383616
0.9662921348314607,0.6509129967776585,0.12631441233679652,0.8068266193072001
0.9711773326819736,0.6417830290010741,0.1163251930847764,0.8957291732231776
0.9643380556912555,0.667561761546724,0.12946702260524035,0.7895199696222941
0.9687347337567171,0.6509129967776585,0.113998829619959,0.7803239852190018
0.9721543722520762,0.6471535982814178,0.10651532630436122,0.7327926938732465
0.9716658524670249,0.6546723952738991,0.11450332263484597,0.6837144707640012
0.9765510503175379,0.6745435016111708,0.10199402493890375,0.684317231674989
0.9741084513922814,0.6417830290010741,0.11333555763121694,0.756681485970815
0.9741084513922814,0.692266380236305,0.10811881849076599,0.7213701357444128
0.9672691744015632,0.6944146079484426,0.11663908534683287,0.7267517338196436
