train_acc,test_acc,train_loss,test_loss
0.5075720566682951,0.4806659505907626,0.709010049700737,0.7025829116503398
0.5363947239863215,0.5198711063372717,0.6930154617875814,0.7344369808832805
0.5710796287249633,0.631578947368421,0.6754118483513594,0.6730243821938833
0.626770884220811,0.7046186895810956,0.6477126553654671,0.6369023382663727
0.7181240840254031,0.6079484425349087,0.5987310037016869,22.419910583862414
0.73961895456766,0.7051557465091299,0.5653024157509208,0.6252481440703074
0.7572056668295066,0.7287862513426423,0.5490776905789971,0.5875022153059641
0.7703957010258915,0.723952738990333,0.5262770997360349,0.5550830354293187
0.7630679042501222,0.7158968850698174,0.524264145642519,0.574881116549174
0.7625793844650708,0.7223415682062299,0.5190287865698338,0.5539099554220835
0.7718612603810454,0.7293233082706767,0.5136095024645329,0.5756014217933019
0.7738153395212506,0.6949516648764769,0.5106734372675419,0.5706614191333453
0.7576941866145579,0.7266380236305048,0.5139645170420408,0.5451574395100276
0.7747923790913532,0.7443609022556391,0.4997418215498328,0.5301666547854741
0.777723497801661,0.7320085929108485,0.4960059579461813,0.5443491558233897
0.782608695652174,0.7244897959183674,0.49648461397737265,0.5436569581429164
0.7723497801660967,0.7099892588614393,0.5066789565607905,0.5823823377490044
0.7752808988764045,0.7314715359828142,0.49551114719361067,0.5461726158857345
0.7923790913531998,0.7309344790547798,0.48057676665484905,0.5329928065339724
0.7830972154372252,0.7218045112781954,0.4842924941331148,0.5454508592685063
0.7840742550073277,0.7293233082706767,0.4768563946709037,0.5408746570348739
0.7767464582315584,0.7298603651987111,0.48479713313281536,0.5296580240130424
0.7850512945774304,0.7363050483351236,0.47323212679475546,0.5331635107596715
0.7865168539325843,0.7395273899033298,0.4752589240670204,0.5276538521051407
0.7918905715681485,0.7148227712137487,0.46951771806925535,0.5723957379659017
0.8001954079140206,0.7325456498388829,0.44653262104839087,0.530144848426183
0.8065461651196874,0.7277121374865736,0.4442472364753485,0.5412235299746195
0.8055691255495847,0.7346938775510204,0.444654930382967,0.5365516354640325
0.8114313629702002,0.7255639097744361,0.42712103947997093,0.5799503435691198
0.8114313629702002,0.7320085929108485,0.4339832868427038,0.5400261819362641
0.8265754763067904,0.7583243823845328,0.4017739063128829,0.5240630586942037
0.8446507083536883,0.7438238453276047,0.3818226093426347,0.5191398551066716
0.8529555446995604,0.7406015037593985,0.3648792142048478,0.5337203045686086
0.8446507083536883,0.7363050483351236,0.3786046961322427,0.5632843648393949
0.8343917928676111,0.7432867883995704,0.38952524960041046,0.5432877073685328
0.8475818270639961,0.7303974221267454,0.3645824873819947,0.5275705263018609
0.8500244259892525,0.7406015037593985,0.36185348499566317,0.5214148034652074
0.8583292623351245,0.7244897959183674,0.3432420762255788,0.5515284409125646
0.8734733756717147,0.7325456498388829,0.3266768488101661,0.5348961398005485
0.8558866634098681,0.6917293233082706,0.3693302385509014,0.6254717377324899
0.8602833414753297,0.7373791621911923,0.331186200492084,0.531684780617555
0.882266731802638,0.7406015037593985,0.29479179810732603,0.5409501165151596
0.898876404494382,0.7529538131041891,0.283064654096961,0.564890111486117
0.8944797264289204,0.7406015037593985,0.2857227479107678,0.5564875513315201
0.9101123595505618,0.7502685284640171,0.2661833455786109,0.5474428628881772
0.9130434782608695,0.7475832438238453,0.2567357770167291,0.5849629918734233
0.9247679531021006,0.715359828141783,0.23715031100437045,0.6241302112738292
0.9140205178309722,0.7320085929108485,0.24249128252267838,0.5552993372082711
0.9169516365412799,0.7293233082706767,0.24671658454462886,0.5742127368847529
0.918905715681485,0.7363050483351236,0.23719764966517687,0.5315318753321966
