train_acc,test_acc,train_loss,test_loss
0.49829018075232046,0.5102040816326531,0.7181231994181871,0.7058530072371165
0.5378602833414753,0.5601503759398496,0.7064887564629316,0.7004665036996206
0.600390815828041,0.6106337271750806,0.6673928555101156,0.6702817360560099
0.6389838788470933,0.6493018259935553,0.6489446423947811,0.6474875489870707
0.6487542745481192,0.6723952738990333,0.6462926119565964,0.617859806617101
0.666829506595017,0.6879699248120301,0.6225452609360218,0.6134099304676056
0.6814851001465559,0.6761546723952739,0.6163124870508909,0.6238702654838562
0.6780654616511969,0.6638023630504833,0.6143051274120808,0.630316968758901
0.6985832926233513,0.6836734693877551,0.5928148096427321,0.600865978995959
0.7093307278944797,0.6868958109559613,0.5911556836217642,0.6090300182501475
0.7122618466047875,0.6632653061224489,0.5784848164767027,0.6319979369640351
0.7274059599413776,0.6895810955961332,0.5648960284888744,0.5997214694817861
0.6990718124084025,0.6825993555316864,0.5786600727587938,0.5986271719137828
0.7156814851001465,0.6852846401718582,0.5564907612279058,0.6338761776685715
0.7093307278944797,0.6691729323308271,0.5729398969560862,0.5995689461628596
0.7308255984367367,0.6530612244897959,0.5615553800016642,0.6692480683326721
0.7088422081094284,0.6578947368421053,0.5845846524462104,0.6150746117035548
0.7308255984367367,0.6691729323308271,0.5603828877210617,0.6112024406592051
0.7249633610161211,0.6847475832438239,0.5462718894705176,0.5848493188619613
0.7376648754274548,0.700859291084855,0.5464637679979205,0.6038952201604844
0.7493893502686859,0.6799140708915145,0.5124160852283239,0.614581506450971
0.7635564240351734,0.658968850698174,0.5089511200785637,0.682670780022939
0.7322911577918906,0.6836734693877551,0.5388240953907371,0.590827555457751
0.776257938446507,0.6874328678839957,0.47554023563861847,0.5789807250102361
0.7791890571568149,0.6938775510204082,0.46475633047521114,0.628473965326945
0.8119198827552516,0.6879699248120301,0.4354750169441104,0.6233949154615402
0.8075232046897899,0.6809881847475833,0.43116228096187115,0.6015422960122426
0.8304836345872008,0.6970998925886144,0.3990542106330395,0.5951857229073843
0.8334147532975086,0.6928034371643395,0.3906318470835686,0.6608607401450475
0.8392769907181241,0.6970998925886144,0.36387404799461365,0.5887687087059021
